 ,Area,Mean,Min,Max,X,Y
1,0,0,0,0,4.632,16.135
2,0,113,113,113,5.429,15.828
3,0,0,0,0,7.178,16.104
4,0,0,0,0,9.632,16.135
5,0,0,0,0,10.583,15.399
6,0,0,0,0,11.38,2.638
7,0,2,2,2,12.301,14.755
8,0,217,217,217,13.129,15.89
9,0,22,22,22,13.865,16.196
10,0,37,37,37,20,16.043
11,0,114,114,114,20.859,15.491
12,0,0,0,0,21.718,13.159
13,0,11,11,11,22.546,15.951
14,0,1,1,1,23.436,16.135
15,0,0,0,0,24.202,13.988
16,0,0,0,0,24.509,16.074
17,0,0,0,0,4.816,16.166
